"semantic_roles__action__text","semantic_roles__action__verb__text","semantic_roles__action__verb__tense","semantic_roles__action__normalized","semantic_roles__sentence","semantic_roles__object__text","semantic_roles__subject__text","sentiment__document__score","sentiment__document__label","language","entities__emotion__anger","entities__emotion__joy","entities__emotion__sadness","entities__emotion__fear","entities__emotion__disgust","entities__count","entities__sentiment__score","entities__sentiment__label","entities__text","entities__relevance","entities__type","relations__score","relations__type","relations__arguments__text","relations__arguments__location__001","relations__arguments__location__002","relations__arguments__entities__text","relations__arguments__entities__disambiguation__subtype__-","relations__arguments__entities__type","relations__sentence","keywords__relevance","keywords__text","keywords__emotion__anger","keywords__emotion__joy","keywords__emotion__sadness","keywords__emotion__fear","keywords__emotion__disgust","keywords__sentiment__score","keywords__sentiment__label","usage__text_characters","usage__features","usage__text_units","categories__score","categories__label"
"","","","","","","","","","","","","","","","","","","","","","","","told","2983","2987","told","","EventCommunication","","0.425191","John illicit sex","0.236467","0.055626","0.701793","0.135968","0.15204","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.998465","agentOf","he","3242","3244","Bob","","Person","this recording was prepared by nine running run dispatch dot com nine one one emergency food and I want to know what s going on I want to do a quieter I told somebody noticed the way to the truck it was a lot of those too giving them each other I m a crucial blew up or something n t I met again shouldn t try to come to a guy who never grew quickly took up running the trend toward picked up a little luck yeah he talked to a guy and you wouldn t think that we have to talk to another caller and almost threw up to I have to look in that book trickling out something to my property and I m quite good tropicalis al assad s', '","0.42512","street main street","0.098792","0.226439","0.110143","0.108652","0.081648","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","talked","3245","3251","talked","","EventCommunication","","0.425045","Nicole Miller capital","0.345504","0.09721","0.52226","0.115265","0.058176","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.73041","affectedBy","guy","3257","3260","Bob","","Person","this recording was prepared by nine running run dispatch dot com nine one one emergency food and I want to know what s going on I want to do a quieter I told somebody noticed the way to the truck it was a lot of those too giving them each other I m a crucial blew up or something n t I met again shouldn t try to come to a guy who never grew quickly took up running the trend toward picked up a little luck yeah he talked to a guy and you wouldn t think that we have to talk to another caller and almost threw up to I have to look in that book trickling out something to my property and I m quite good tropicalis al assad s', '","0.424887","emergency kit pickup","0.177384","0.188129","0.365749","0.351683","0.157621","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","talked","3245","3251","talked","","EventCommunication","","0.423461","damn phone number","0.098792","0.226439","0.110143","0.108652","0.081648","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.544613","agentOf","we","3289","3291","they","","Person","this recording was prepared by nine running run dispatch dot com nine one one emergency food and I want to know what s going on I want to do a quieter I told somebody noticed the way to the truck it was a lot of those too giving them each other I m a crucial blew up or something n t I met again shouldn t try to come to a guy who never grew quickly took up running the trend toward picked up a little luck yeah he talked to a guy and you wouldn t think that we have to talk to another caller and almost threw up to I have to look in that book trickling out something to my property and I m quite good tropicalis al assad s', '","0.422905","farmers Fiona ntfc","0.236467","0.055626","0.701793","0.135968","0.15204","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","talk","3300","3304","talk","","EventCommunication","","0.422626","polite Bonneval com","0.232775","0.214717","0.385374","0.271178","0.153052","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.565995","agentOf","we","3880","3882","they","","Person","this recording was prepared by nine running run dispatch dot com nine one one emergency food and I want to know what s going on I want to do a quieter I told somebody noticed the way to the truck it was a lot of those too giving them each other I m a crucial blew up or something n t I met again shouldn t try to come to a guy who never grew quickly took up running the trend toward picked up a little luck yeah he talked to a guy and you wouldn t think that we have to talk to another caller and almost threw up to I have to look in that book trickling out something to my property and I m quite good tropicalis al assad s', '","0.420088","advocate pilotless planes","0.162399","0.054134","0.541485","0.313851","0.064956","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","talk","3897","3901","talk","","EventCommunication","","0.419986","Illuminati order Alan","0.131625","0.336614","0.190537","0.088129","0.016975","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.315477","locatedAt","my","3401","3403","Martin","","Person","this recording was prepared by nine running run dispatch dot com nine one one emergency food and I want to know what s going on I want to do a quieter I told somebody noticed the way to the truck it was a lot of those too giving them each other I m a crucial blew up or something n t I met again shouldn t try to come to a guy who never grew quickly took up running the trend toward picked up a little luck yeah he talked to a guy and you wouldn t think that we have to talk to another caller and almost threw up to I have to look in that book trickling out something to my property and I m quite good tropicalis al assad s', '","0.41829","north American thing","0.484835","0.011348","0.51516","0.205455","0.144575","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","property","3404","3412","property","","Facility","","0.417811","light durable officer","0.345504","0.09721","0.52226","0.115265","0.058176","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.407951","partOfMany","I","3457","3458","Martin","","Person","I want your merchant take hello well I well get an American thing hello why you on the American P hotline or you know click delaying the if your mom there well HESITATION couple ha ha you re packing your own number if your mom okay yeah yeah if anybody there with you per hit anybody there with you no nobody there would be two or', '","0.416033","umber closest ears","0.283276","0.134433","0.3612","0.143172","0.059313","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","your","3464","3468","farmers","","Person","","0.415856","run dispatch dot","0.261816","0.073483","0.400366","0.45252","0.141775","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.544396","parentOf","mom","3602","3605","mom","","Person","I want your merchant take hello well I well get an American thing hello why you on the American P hotline or you know click delaying the if your mom there well HESITATION couple ha ha you re packing your own number if your mom okay yeah yeah if anybody there with you per hit anybody there with you no nobody there would be two or', '","0.414869","Arafat correctional services","0.283276","0.134433","0.3612","0.143172","0.059313","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","your","3597","3601","farmers","","Person","","0.412596","address Sir cigarettes","0.098792","0.226439","0.110143","0.108652","0.081648","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.56269","parentOf","mom","3680","3683","mom","","Person","I want your merchant take hello well I well get an American thing hello why you on the American P hotline or you know click delaying the if your mom there well HESITATION couple ha ha you re packing your own number if your mom okay yeah yeah if anybody there with you per hit anybody there with you no nobody there would be two or', '","0.410146","totally Willie piculet","0.484835","0.011348","0.51516","0.205455","0.144575","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","your","3675","3679","farmers","","Person","","0.409044","Sarah overnight loans","0.107547","0.232521","0.442718","0.158522","0.057246","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.559634","populationOf","eight thirty three","3824","3842","eight thirty three","","Cardinal","there is a Fairfield Connecticut eight thirty three counts of silver outfits like flight we don t tend to talk to me I need assistance right away what happens if my wife had known softly verification of shopping I m not yet she ten cuts to a pair of handcuffs if you don t want me to do the talking I ve not done anything to learn she had a record of violence please come and help me get out of here it wherever it we re eating Mister where is she now I m holding her down so I can call you at least going to wonder is there any way that you can lock yourself in another room not we do not have to get up to speed up the only put it better talking I think is there anything in there villains he d probably eight thirty three","0.405741","passenger door Reno","0.413424","0.063462","0.271906","0.417228","0.087502","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","Fairfield Connecticut","3802","3823","Fairfield Connecticut","","GeopoliticalEntity","","0.403381","clock commitment Donald","0.193297","0.150654","0.477542","0.154925","0.025244","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.849094","partOfMany","Fiona","45","50","Fiona","","Person","['I don t want archbishop Martin say farmers Fiona ntfc with early now time if if if we are poor on Lou songs he and HESITATION on Tom Hans Sahm colored she s allowed to many and they give me a hard time alone if you stop by John illicit sex Islamic lands well only one if you don here are calling nine one one because you don t like the way that they re making their Sam one other quick so that all don t buy it nduja block so it s locked away don t buy it if they don t want to make it is what you want supermarket he will make you pull me again physical that you know so I m out of one of Saddam delight way you know again the hard times', '","0.382409","car wash","0.386434","0.012742","0.088934","0.263249","0.126742","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","farmers","37","44","farmers","","Person","","0.381941","way","0.501802","0.088791","0.645378","0.246778","0.101069","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.424004","partOfMany","my","6447","6449","Fiona","","Person","['I don t want archbishop Martin say farmers Fiona ntfc with early now time if if if we are poor on Lou songs he and HESITATION on Tom Hans Sahm colored she s allowed to many and they give me a hard time alone if you stop by John illicit sex Islamic lands well only one if you don here are calling nine one one because you don t like the way that they re making their Sam one other quick so that all don t buy it nduja block so it s locked away don t buy it if they don t want to make it is what you want supermarket he will make you pull me again physical that you know so I m out of one of Saddam delight way you know again the hard times', '","0.380952","car outside child","0.06802","0.061057","0.668355","0.222384","0.192969","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","you","6455","6458","farmers","","Person","","0.37369","good care","0.152737","0.151193","0.177091","0.143113","0.140151","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.569097","partOfMany","I","6738","6739","Fiona","","Person","['I don t want archbishop Martin say farmers Fiona ntfc with early now time if if if we are poor on Lou songs he and HESITATION on Tom Hans Sahm colored she s allowed to many and they give me a hard time alone if you stop by John illicit sex Islamic lands well only one if you don here are calling nine one one because you don t like the way that they re making their Sam one other quick so that all don t buy it nduja block so it s locked away don t buy it if they don t want to make it is what you want supermarket he will make you pull me again physical that you know so I m out of one of Saddam delight way you know again the hard times', '","0.37228","good horserace","0.124234","0.259644","0.366899","0.180462","0.055774","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","you","6756","6759","farmers","","Person","","0.372014","early now time","0.236467","0.055626","0.701793","0.135968","0.15204","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.745301","affectedBy","me","3905","3907","Martin","","Person","there is a Fairfield Connecticut eight thirty three counts of silver outfits like flight we don t tend to talk to me I need assistance right away what happens if my wife had known softly verification of shopping I m not yet she ten cuts to a pair of handcuffs if you don t want me to do the talking I ve not done anything to learn she had a record of violence please come and help me get out of here it wherever it we re eating Mister where is she now I m holding her down so I can call you at least going to wonder is there any way that you can lock yourself in another room not we do not have to get up to speed up the only put it better talking I think is there anything in there villains he d probably eight thirty three","0.371931","hard time","0.236467","0.055626","0.701793","0.135968","0.15204","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","talk","3897","3901","talk","","EventCommunication","","0.371591","corporate help","0.193297","0.150654","0.477542","0.154925","0.025244","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.822118","spouseOf","my","3953","3955","Martin","","Person","there is a Fairfield Connecticut eight thirty three counts of silver outfits like flight we don t tend to talk to me I need assistance right away what happens if my wife had known softly verification of shopping I m not yet she ten cuts to a pair of handcuffs if you don t want me to do the talking I ve not done anything to learn she had a record of violence please come and help me get out of here it wherever it we re eating Mister where is she now I m holding her down so I can call you at least going to wonder is there any way that you can lock yourself in another room not we do not have to get up to speed up the only put it better talking I think is there anything in there villains he d probably eight thirty three","0.371147","kicker capital","0.345504","0.09721","0.52226","0.115265","0.058176","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","wife","3956","3960","Sharon","","Person","","0.371133","capital recovery","0.345504","0.09721","0.52226","0.115265","0.058176","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.535801","partOfMany","her","4642","4645","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.370377","emergency food","0.261816","0.073483","0.400366","0.45252","0.141775","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","American","4633","4641","American","Country","GeopoliticalEntity","","0.369939","product number","0.112189","0.308977","0.273462","0.172869","0.1028","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.503054","locatedAt","I","4720","4721","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.369481","anybody working","0.361966","0.02896","0.281985","0.434584","0.13175","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","twenty","4728","4734","twenty","","Vehicle","","0.368439","trial NMO","0.152737","0.151193","0.177091","0.143113","0.140151","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.617776","locatedAt","I","4720","4721","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.36842","hard times","0.236467","0.055626","0.701793","0.135968","0.15204","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","street","4741","4747","street","","Facility","","0.367663","red wine","0.345504","0.09721","0.52226","0.115265","0.058176","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.560145","locatedAt","me","8852","8854","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.36708","American P hotline","0.197171","0.249982","0.288921","0.131137","0.040096","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","street","8860","8866","street","","Facility","","0.366853","purity book","0.159053","0.432153","0.363946","0.031601","0.075811","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.26489","locatedAt","I","8879","8880","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.366849","contact marketeer","0.280478","0.134479","0.488183","0.232972","0.074802","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","street","8872","8878","street","","Facility","","0.366604","extramarital sex","0.339903","0.038195","0.401074","0.414514","0.044842","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.596413","locatedAt","I","4720","4721","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.366519","end drawbridge","0.339903","0.038195","0.401074","0.414514","0.044842","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","4754","4757","airplane","","Vehicle","","0.366","field museum","0.131625","0.336614","0.190537","0.088129","0.016975","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.522123","locatedAt","I","5907","5908","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.365954","Lou songs","0.236467","0.055626","0.701793","0.135968","0.15204","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","truck","5986","5991","airplane","","Vehicle","","0.365804","Sydney heart","0.339903","0.038195","0.401074","0.414514","0.044842","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.532653","locatedAt","I","7301","7302","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.365797","ice cold","0.339903","0.038195","0.401074","0.414514","0.044842","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","7310","7313","airplane","","Vehicle","","0.365707","policeman numbers","0.339903","0.038195","0.401074","0.414514","0.044842","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.48792","locatedAt","I","8455","8456","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.365683","emergency land","0.484835","0.011348","0.51516","0.205455","0.144575","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","plane","8505","8510","airplane","","Vehicle","","0.365615","gift appeaser","0.339903","0.038195","0.401074","0.414514","0.044842","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.883183","locatedAt","I","8468","8469","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.365229","archbishop Martin","0.236467","0.055626","0.701793","0.135968","0.15204","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","plane","8505","8510","airplane","","Vehicle","","0.365071","health kick","0.177384","0.188129","0.365749","0.351683","0.157621","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.735518","locatedAt","I","9552","9553","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.365056","silver outfits","0.118922","0.07682","0.156843","0.118881","0.032979","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","9605","9608","airplane","","Vehicle","","0.364738","traffic stops","0.339903","0.038195","0.401074","0.414514","0.044842","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.516774","locatedAt","I","12320","12321","Fiona","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.364673","rescue squad","0.280478","0.134479","0.488183","0.232972","0.074802","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","car","12480","12483","airplane","","Vehicle","","0.364182","whatnot caller","0.313317","0.051765","0.487242","0.315429","0.141161","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.904774","agentOf","we","5230","5232","they","","Person","only one American her completely can include welcome here okay I put both of her ridiculous but I am on twenty third street and a car wash talking inside put five dollars in it but its so called me and it will open the doors and I m going to go because he knew that Kyle and it s gone I don t know I m twenty four three two three months and will it go party or a hacking don t even know and it s like we go here one twenty four three here only for St you know any other lean work around noon I have a car through your brand can you call chameleon breath early hold on a minute okay going out I think hello we are talking you can t move your car out of the campaign here the garage doors are shut on both","0.363802","home phone","0.231193","0.092499","0.47344","0.309749","0.099913","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","talking","5237","5244","talking","","EventCommunication","","0.363536","culture cookbook","0.361966","0.02896","0.281985","0.434584","0.13175","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.367805","locatedAt","truck","5986","5991","airplane","","Vehicle","however not all of extramarital sex well it s summer you know why fund one lane on one side and at the end drawbridge in ninety five traffic stops fifteen minutes earlier recall about what I about traffic now you need a policeman numbers hit somebody gave because Sydney heart some ice cold here number find out I think it s urgent about twenty two minutes on the draw race when this when this traffic going one way and I m in the front corner sensitive something happening on the bridge except the truck and somebody gave me this right after that violet please I want to look at what it thousands of Farsi held that because it is a gift appeaser what yeah thank you you have never made much sense yet what what is it you re you re calling about I would have full of good horserace so","0.363424","Fairfield Connecticut","0.118922","0.07682","0.156843","0.118881","0.032979","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","bridge","5968","5974","drawbridge","","Facility","","0.363347","lean work","0.361966","0.02896","0.281985","0.434584","0.13175","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.854057","agentOf","you","6212","6215","farmers","","Person","however not all of extramarital sex well it s summer you know why fund one lane on one side and at the end drawbridge in ninety five traffic stops fifteen minutes earlier recall about what I about traffic now you need a policeman numbers hit somebody gave because Sydney heart some ice cold here number find out I think it s urgent about twenty two minutes on the draw race when this when this traffic going one way and I m in the front corner sensitive something happening on the bridge except the truck and somebody gave me this right after that violet please I want to look at what it thousands of Farsi held that because it is a gift appeaser what yeah thank you you have never made much sense yet what what is it you re you re calling about I would have full of good horserace so","0.363249","bigger unit","0.131625","0.336614","0.190537","0.088129","0.016975","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","calling","6219","6226","calling","","EventCommunication","","0.363228","child architects","0.06802","0.061057","0.668355","0.222384","0.192969","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.51202","ownerOf","his","6378","6381","Martin","","Person","life goes red I think if the malfunction because there s nothing happening on the drug trade okay because his truck coming and going HESITATION', 'get that far cordon without my help you although they did well who right won t local neighborhood I don t want we can put water like that what is your act right you what you re going to write what it okay report role partly it it would be a good one what if you are you a little okay and what book which promptly there I don t know what you re looking for a little while okay are you walk on water your control okay it there eat your neighborhood I don t know but how it was', '","0.363179","ridiculous thing","0.484835","0.011348","0.51516","0.205455","0.144575","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","truck","6382","6387","airplane","","Vehicle","","0.362387","beach Boulevard","0.313317","0.051765","0.487242","0.315429","0.141161","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.551785","partOfMany","Sam","368","371","Sam","","Person","['I don t want archbishop Martin say farmers Fiona ntfc with early now time if if if we are poor on Lou songs he and HESITATION on Tom Hans Sahm colored she s allowed to many and they give me a hard time alone if you stop by John illicit sex Islamic lands well only one if you don here are calling nine one one because you don t like the way that they re making their Sam one other quick so that all don t buy it nduja block so it s locked away don t buy it if they don t want to make it is what you want supermarket he will make you pull me again physical that you know so I m out of one of Saddam delight way you know again the hard times', '","0.362145","Knoxville museum","0.134987","0.721518","0.027769","0.092118","0.045841","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","their","362","367","farmers","","Person","","0.362134","draw race","0.339903","0.038195","0.401074","0.414514","0.044842","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.486158","locatedAt","who","6482","6485","Fiona","","Person","life goes red I think if the malfunction because there s nothing happening on the drug trade okay because his truck coming and going HESITATION', 'get that far cordon without my help you although they did well who right won t local neighborhood I don t want we can put water like that what is your act right you what you re going to write what it okay report role partly it it would be a good one what if you are you a little okay and what book which promptly there I don t know what you re looking for a little while okay are you walk on water your control okay it there eat your neighborhood I don t know but how it was', '","0.362064","sooner master","0.283276","0.134433","0.3612","0.143172","0.059313","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","neighborhood","6504","6516","neighborhood","","Location","","0.361974","fun Avondale","0.413424","0.063462","0.271906","0.417228","0.087502","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.256575","residesIn","I","6517","6518","Fiona","","Person","life goes red I think if the malfunction because there s nothing happening on the drug trade okay because his truck coming and going HESITATION', 'get that far cordon without my help you although they did well who right won t local neighborhood I don t want we can put water like that what is your act right you what you re going to write what it okay report role partly it it would be a good one what if you are you a little okay and what book which promptly there I don t know what you re looking for a little while okay are you walk on water your control okay it there eat your neighborhood I don t know but how it was', '","0.361864","chameleon breath","0.361966","0.02896","0.281985","0.434584","0.13175","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","neighborhood","6504","6516","neighborhood","","Location","","0.361749","Krystal Hutton","0.098792","0.226439","0.110143","0.108652","0.081648","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.586558","agentOf","you","6589","6592","farmers","","Person","life goes red I think if the malfunction because there s nothing happening on the drug trade okay because his truck coming and going HESITATION', 'get that far cordon without my help you although they did well who right won t local neighborhood I don t want we can put water like that what is your act right you what you re going to write what it okay report role partly it it would be a good one what if you are you a little okay and what book which promptly there I don t know what you re looking for a little while okay are you walk on water your control okay it there eat your neighborhood I don t know but how it was', '","0.361396","local neighborhood","0.128761","0.408854","0.189976","0.098792","0.155292","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","write","6605","6610","talking","","EventCommunication","","0.36103","Clackamas county","0.193297","0.150654","0.477542","0.154925","0.025244","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","0.396888","employedBy","I","7031","7032","Fiona","","Person","are your not a record out or by like they didn out HESITATION we know you can t afford it it at the line if they are right yeah party I got the call you leann I m really lucky apply I don t know all that shit partner with around them and okay you couldn t really okay we call if you are we want to keep your yeah targeting a proper part up there or not please call my wife call it whatever could I could I got my car eclectic look it isnt throughout the', '","0.360957","shit partner","0.547113","0.085318","0.314237","0.204857","0.050137","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","party","7025","7030","party","Political","Organization","","0.360906","art downtown","0.131625","0.336614","0.190537","0.088129","0.016975","0.0","neutral","","","","",""
