"sentiment__document__score","sentiment__document__label","language","entities__emotion__anger","entities__emotion__joy","entities__emotion__sadness","entities__emotion__fear","entities__emotion__disgust","entities__count","entities__sentiment__score","entities__sentiment__label","entities__text","entities__disambiguation__subtype__-","entities__relevance","entities__type","relations__score","relations__type","relations__arguments__text","relations__arguments__location__001","relations__arguments__location__002","relations__arguments__entities__text","relations__arguments__entities__type","relations__sentence","keywords__relevance","keywords__text","keywords__emotion__anger","keywords__emotion__joy","keywords__emotion__sadness","keywords__emotion__fear","keywords__emotion__disgust","keywords__sentiment__score","keywords__sentiment__label","usage__text_characters","usage__features","usage__text_units","categories__score","categories__label"
"","","","","","","","","","","","","","","","","","lake","25985","25989","lake","GeographicFeature","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.607868","agentOf","Alec Gallup","26312","26323","Alec Gallup","Person","nine one but if that if that then I can quicker quarter poured them about it it took thirty reporter for the governor okay but it doesn t help that apartment what is your name Alec Gallup poll what what s going on apparently shot yet bucket artwork but all you had to shut who who lined up at the plant that you it s important thing right now blue room at home cats a parrot at me I ll pay it and help at the pleading yeah no nnova', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","shot","26361","26365","shot","Crime","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.190581","locatedAt","cats","26497","26501","cats","Animal","nine one but if that if that then I can quicker quarter poured them about it it took thirty reporter for the governor okay but it doesn t help that apartment what is your name Alec Gallup poll what what s going on apparently shot yet bucket artwork but all you had to shut who who lined up at the plant that you it s important thing right now blue room at home cats a parrot at me I ll pay it and help at the pleading yeah no nnova', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","home","26492","26496","home","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.400322","parentOf","mom","26574","26577","mom","Person","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","my","26571","26573","my","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.647161","employedBy","conferees","26636","26645","conferees","Person","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Senate","26629","26635","Senate","Organization","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.51659","locatedAt","officials","3073","3082","officials","Person","nine one one marcher burgeoned saying right now I m going to try to force it upon you politically happy since he can t see I m pretty chilled Agenzia was okay and I think grandpa ma am okay have you ever seen this man before whereby he circled here rather than some he did want to go see like Daddy who we are and how would it look at it and where you have right now I do have to say I m a marine zero one forty three thousand submarine road okay and HESITATION officials in the department of agriculture only so he told me if I move through here I unemployment students are currently there that I didn t want to experience a lot younger probably darted will make out of the airport for the night', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","submarine","3038","3047","submarine","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.456522","basedIn","school","26714","26720","school","Organization","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","area","26727","26731","area","Location","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.55341","partOf","school","26714","26720","school","Organization","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","middle school","26732","26745","middle school","Organization","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.642269","locatedAt","middle school","26732","26745","middle school","Organization","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","area","26727","26731","area","Location","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.527541","partOfMany","juror","26846","26851","juror","Person","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","26902","26906","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.885267","agentOf","you","26932","26935","you","Person","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","talking","26936","26943","talking","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.373958","locatedAt","user","26944","26948","user","Person","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","border","26964","26970","border","Location","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.465758","locatedAt","couples","27030","27037","couples","Person","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","pike","27052","27056","pike","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.963814","affectedBy","helicopter","27097","27107","helicopter","Vehicle","my mom always verging yes this is clearly a star Air song Senate conferees came down ball helicopter came down yet where is that in the entire school in an area middle school to get into the crash your land he does whatever he wants and I mean those who look very vulnerable juror was back Minnesota tone to middle school by phone they think that yeah hardcore you talking user invariably the border and it is the source of so called money which is a a valid couples come down the pike already what you think you ve seen it a helicopter crashed yet helicopter nine one one where your emergency higher margin thing isn t of the DC skill unexcelled Indian Parkfield Indians feel school initial school yet out helicopter just cram a whole', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","crashed","27108","27115","crashed","NaturalDisaster","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.691336","agentOf","losers","27375","27381","losers","Person","I HESITATION nine one one one if you re using I have a great job losers I got shot McCoy of future deployment you don t bring me on these are what s your address through the web log online or the end of the last songs lyrics because I am getting medical on the line all along logo I mean I don t think that s an emergency monetary religious rants where we re at the last stop on highway ninety three a male subjects been shot in the head well Jeremy I m a Christian and it also lashed out you couldn t well paying for fifty three', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","shot","27388","27392","shot","Crime","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.678566","agentOf","I","27382","27383","I","Person","I HESITATION nine one one one if you re using I have a great job losers I got shot McCoy of future deployment you don t bring me on these are what s your address through the web log online or the end of the last songs lyrics because I am getting medical on the line all along logo I mean I don t think that s an emergency monetary religious rants where we re at the last stop on highway ninety three a male subjects been shot in the head well Jeremy I m a Christian and it also lashed out you couldn t well paying for fifty three', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","shot","27388","27392","shot","Crime","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.915335","agentOf","he","3124","3126","he","Person","nine one one marcher burgeoned saying right now I m going to try to force it upon you politically happy since he can t see I m pretty chilled Agenzia was okay and I think grandpa ma am okay have you ever seen this man before whereby he circled here rather than some he did want to go see like Daddy who we are and how would it look at it and where you have right now I do have to say I m a marine zero one forty three thousand submarine road okay and HESITATION officials in the department of agriculture only so he told me if I move through here I unemployment students are currently there that I didn t want to experience a lot younger probably darted will make out of the airport for the night', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","told","3127","3131","told","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.436273","diedOf","McCoy","27393","27398","McCoy","Person","I HESITATION nine one one one if you re using I have a great job losers I got shot McCoy of future deployment you don t bring me on these are what s your address through the web log online or the end of the last songs lyrics because I am getting medical on the line all along logo I mean I don t think that s an emergency monetary religious rants where we re at the last stop on highway ninety three a male subjects been shot in the head well Jeremy I m a Christian and it also lashed out you couldn t well paying for fifty three', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","shot","27388","27392","shot","Crime","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.570884","locatedAt","we","27663","27665","we","Person","I HESITATION nine one one one if you re using I have a great job losers I got shot McCoy of future deployment you don t bring me on these are what s your address through the web log online or the end of the last songs lyrics because I am getting medical on the line all along logo I mean I don t think that s an emergency monetary religious rants where we re at the last stop on highway ninety three a male subjects been shot in the head well Jeremy I m a Christian and it also lashed out you couldn t well paying for fifty three', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","highway","27689","27696","highway","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.541143","partOfMany","Jeremy I m","27753","27763","Jeremy I m","Person","I HESITATION nine one one one if you re using I have a great job losers I got shot McCoy of future deployment you don t bring me on these are what s your address through the web log online or the end of the last songs lyrics because I am getting medical on the line all along logo I mean I don t think that s an emergency monetary religious rants where we re at the last stop on highway ninety three a male subjects been shot in the head well Jeremy I m a Christian and it also lashed out you couldn t well paying for fifty three', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Christian","27766","27775","Christian","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.994505","agentOf","he","28040","28042","he","Person","hello I am not there apparently he got over his break and I think he did I need someone here now of a hickory thing no he angered bombing couldn t be further south Carolinian could just cut it out he said I can t I been doing CPR for the past twenty minutes she and coming back what character amid yeah called Cambridge glared at the complex source of the article and once I m just making sure I called the ambulance my neighbors okay we don t have a call on it is that you have been doing CPR yeah get going down here right now were killed there they re on their way okay because I think my neighbor did it affect the other the other', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","said","28043","28047","said","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.520691","partOfMany","Cambridge","28153","28162","Cambridge","Person","hello I am not there apparently he got over his break and I think he did I need someone here now of a hickory thing no he angered bombing couldn t be further south Carolinian could just cut it out he said I can t I been doing CPR for the past twenty minutes she and coming back what character amid yeah called Cambridge glared at the complex source of the article and once I m just making sure I called the ambulance my neighbors okay we don t have a call on it is that you have been doing CPR yeah get going down here right now were killed there they re on their way okay because I think my neighbor did it affect the other the other', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","we","28278","28280","we","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.977637","agentOf","I","28237","28238","I","Person","hello I am not there apparently he got over his break and I think he did I need someone here now of a hickory thing no he angered bombing couldn t be further south Carolinian could just cut it out he said I can t I been doing CPR for the past twenty minutes she and coming back what character amid yeah called Cambridge glared at the complex source of the article and once I m just making sure I called the ambulance my neighbors okay we don t have a call on it is that you have been doing CPR yeah get going down here right now were killed there they re on their way okay because I think my neighbor did it affect the other the other', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","called","28239","28245","called","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.567787","locatedAt","neighbors","28263","28272","neighbors","Person","hello I am not there apparently he got over his break and I think he did I need someone here now of a hickory thing no he angered bombing couldn t be further south Carolinian could just cut it out he said I can t I been doing CPR for the past twenty minutes she and coming back what character amid yeah called Cambridge glared at the complex source of the article and once I m just making sure I called the ambulance my neighbors okay we don t have a call on it is that you have been doing CPR yeah get going down here right now were killed there they re on their way okay because I think my neighbor did it affect the other the other', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","ambulance","28250","28259","ambulance","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.301359","managerOf","my","28260","28262","my","Person","hello I am not there apparently he got over his break and I think he did I need someone here now of a hickory thing no he angered bombing couldn t be further south Carolinian could just cut it out he said I can t I been doing CPR for the past twenty minutes she and coming back what character amid yeah called Cambridge glared at the complex source of the article and once I m just making sure I called the ambulance my neighbors okay we don t have a call on it is that you have been doing CPR yeah get going down here right now were killed there they re on their way okay because I think my neighbor did it affect the other the other', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","neighbors","28263","28272","neighbors","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.540979","partOfMany","Charles","28698","28705","Charles","Person","Trinity lineman orange crush and merge into a cry of murder in the art of war and upload soon and one sixty seven HESITATION I got a ride from someone HESITATION to what he d for full I think my sandals I thirty five Charles slowly because they were trying to kill me prop one sixteen Saturdays somebody s looking now they trying to kill you now smelled like I did I can remember another vendor fall mainstays regularly let come out literature where you and plug it in and it was room one sixty seven years what s your name you are you are you know very from nineteen then are you going to be at this address I am yes okay will be announced over the other focus thinking my size the common three nine one was your merger is not yours aren t what they want peregrine s","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","28721","28725","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.662905","agentOf","they","28721","28725","they","Person","Trinity lineman orange crush and merge into a cry of murder in the art of war and upload soon and one sixty seven HESITATION I got a ride from someone HESITATION to what he d for full I think my sandals I thirty five Charles slowly because they were trying to kill me prop one sixteen Saturdays somebody s looking now they trying to kill you now smelled like I did I can remember another vendor fall mainstays regularly let come out literature where you and plug it in and it was room one sixty seven years what s your name you are you are you know very from nineteen then are you going to be at this address I am yes okay will be announced over the other focus thinking my size the common three nine one was your merger is not yours aren t what they want peregrine s","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","kill","28741","28745","kill","EventViolence","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.505449","residesIn","farmers","80","87","farmers","Person","['HM I one one was located your emergency eleven ten thousand farm right Felton farmers what the problem is our little boy stopped breathing at least break even now yeah he thought how can I do you wonder CPR do you know how to do it I m cold and distant there is a yeah this you know I do think the author yeah call it being a group okay Howard is a shout it goes to his because they have become a medical problems because they have any kind of medical problems levels he does not know what happened before he stopped reason well I think filling some of okay Wario Adler we are at the Mayo hello', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","Felton","73","79","Felton","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.928164","affectedBy","me","3132","3134","me","Person","nine one one marcher burgeoned saying right now I m going to try to force it upon you politically happy since he can t see I m pretty chilled Agenzia was okay and I think grandpa ma am okay have you ever seen this man before whereby he circled here rather than some he did want to go see like Daddy who we are and how would it look at it and where you have right now I do have to say I m a marine zero one forty three thousand submarine road okay and HESITATION officials in the department of agriculture only so he told me if I move through here I unemployment students are currently there that I didn t want to experience a lot younger probably darted will make out of the airport for the night', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","told","3127","3131","told","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.309236","affectedBy","me","28746","28748","me","Person","Trinity lineman orange crush and merge into a cry of murder in the art of war and upload soon and one sixty seven HESITATION I got a ride from someone HESITATION to what he d for full I think my sandals I thirty five Charles slowly because they were trying to kill me prop one sixteen Saturdays somebody s looking now they trying to kill you now smelled like I did I can remember another vendor fall mainstays regularly let come out literature where you and plug it in and it was room one sixty seven years what s your name you are you are you know very from nineteen then are you going to be at this address I am yes okay will be announced over the other focus thinking my size the common three nine one was your merger is not yours aren t what they want peregrine s","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","kill","28741","28745","kill","EventViolence","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.656507","agentOf","they","28799","28803","they","Person","Trinity lineman orange crush and merge into a cry of murder in the art of war and upload soon and one sixty seven HESITATION I got a ride from someone HESITATION to what he d for full I think my sandals I thirty five Charles slowly because they were trying to kill me prop one sixteen Saturdays somebody s looking now they trying to kill you now smelled like I did I can remember another vendor fall mainstays regularly let come out literature where you and plug it in and it was room one sixty seven years what s your name you are you are you know very from nineteen then are you going to be at this address I am yes okay will be announced over the other focus thinking my size the common three nine one was your merger is not yours aren t what they want peregrine s","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","kill","28814","28818","kill","EventViolence","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.398053","affectedBy","you","28819","28822","you","Person","Trinity lineman orange crush and merge into a cry of murder in the art of war and upload soon and one sixty seven HESITATION I got a ride from someone HESITATION to what he d for full I think my sandals I thirty five Charles slowly because they were trying to kill me prop one sixteen Saturdays somebody s looking now they trying to kill you now smelled like I did I can remember another vendor fall mainstays regularly let come out literature where you and plug it in and it was room one sixty seven years what s your name you are you are you know very from nineteen then are you going to be at this address I am yes okay will be announced over the other focus thinking my size the common three nine one was your merger is not yours aren t what they want peregrine s","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","kill","28814","28818","kill","EventViolence","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.370689","agentOf","your","29190","29194","your","Person","Trinity lineman orange crush and merge into a cry of murder in the art of war and upload soon and one sixty seven HESITATION I got a ride from someone HESITATION to what he d for full I think my sandals I thirty five Charles slowly because they were trying to kill me prop one sixteen Saturdays somebody s looking now they trying to kill you now smelled like I did I can remember another vendor fall mainstays regularly let come out literature where you and plug it in and it was room one sixty seven years what s your name you are you are you know very from nineteen then are you going to be at this address I am yes okay will be announced over the other focus thinking my size the common three nine one was your merger is not yours aren t what they want peregrine s","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","merger","29195","29201","merger","EventBusiness","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.699907","spouseOf","my","29389","29391","my","Person","ordnance cleanup', 'and I think west Allis upstream number sixty in a cat fight hello I think I some exactly what happened one on either in my husband s case eyes are rolling back you can slow breathing right there ET cetera it hurt him where can I meet somebody else had that out there already on their way you can ask you some questions are going to try to help them until they get their okay okay are you with him now yesterday and how old is he current twenty six Hey if he awake well I think he s attractive expanding Medicaid away he d go baby think they say we thought well yeah he awake thing now okay is he breathing fairly fairly clean okay paramedics are already on their way of Kennedy', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","husband","29392","29399","husband","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.489424","agentOf","husband","29392","29399","husband","Person","ordnance cleanup', 'and I think west Allis upstream number sixty in a cat fight hello I think I some exactly what happened one on either in my husband s case eyes are rolling back you can slow breathing right there ET cetera it hurt him where can I meet somebody else had that out there already on their way you can ask you some questions are going to try to help them until they get their okay okay are you with him now yesterday and how old is he current twenty six Hey if he awake well I think he s attractive expanding Medicaid away he d go baby think they say we thought well yeah he awake thing now okay is he breathing fairly fairly clean okay paramedics are already on their way of Kennedy', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","case","29402","29406","case","EventLegal","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.878965","agentOf","you","29557","29560","you","Person","ordnance cleanup', 'and I think west Allis upstream number sixty in a cat fight hello I think I some exactly what happened one on either in my husband s case eyes are rolling back you can slow breathing right there ET cetera it hurt him where can I meet somebody else had that out there already on their way you can ask you some questions are going to try to help them until they get their okay okay are you with him now yesterday and how old is he current twenty six Hey if he awake well I think he s attractive expanding Medicaid away he d go baby think they say we thought well yeah he awake thing now okay is he breathing fairly fairly clean okay paramedics are already on their way of Kennedy', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","ask","29565","29568","ask","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.770812","affectedBy","you","29569","29572","you","Person","ordnance cleanup', 'and I think west Allis upstream number sixty in a cat fight hello I think I some exactly what happened one on either in my husband s case eyes are rolling back you can slow breathing right there ET cetera it hurt him where can I meet somebody else had that out there already on their way you can ask you some questions are going to try to help them until they get their okay okay are you with him now yesterday and how old is he current twenty six Hey if he awake well I think he s attractive expanding Medicaid away he d go baby think they say we thought well yeah he awake thing now okay is he breathing fairly fairly clean okay paramedics are already on their way of Kennedy', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","ask","29565","29568","ask","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.505076","partOfMany","Hey","29717","29720","Hey","Person","ordnance cleanup', 'and I think west Allis upstream number sixty in a cat fight hello I think I some exactly what happened one on either in my husband s case eyes are rolling back you can slow breathing right there ET cetera it hurt him where can I meet somebody else had that out there already on their way you can ask you some questions are going to try to help them until they get their okay okay are you with him now yesterday and how old is he current twenty six Hey if he awake well I think he s attractive expanding Medicaid away he d go baby think they say we thought well yeah he awake thing now okay is he breathing fairly fairly clean okay paramedics are already on their way of Kennedy', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","29805","29809","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.683554","partOfMany","baby","29794","29798","baby","Person","ordnance cleanup', 'and I think west Allis upstream number sixty in a cat fight hello I think I some exactly what happened one on either in my husband s case eyes are rolling back you can slow breathing right there ET cetera it hurt him where can I meet somebody else had that out there already on their way you can ask you some questions are going to try to help them until they get their okay okay are you with him now yesterday and how old is he current twenty six Hey if he awake well I think he s attractive expanding Medicaid away he d go baby think they say we thought well yeah he awake thing now okay is he breathing fairly fairly clean okay paramedics are already on their way of Kennedy', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","29805","29809","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.346214","residesIn","students","3173","3181","students","Person","nine one one marcher burgeoned saying right now I m going to try to force it upon you politically happy since he can t see I m pretty chilled Agenzia was okay and I think grandpa ma am okay have you ever seen this man before whereby he circled here rather than some he did want to go see like Daddy who we are and how would it look at it and where you have right now I do have to say I m a marine zero one forty three thousand submarine road okay and HESITATION officials in the department of agriculture only so he told me if I move through here I unemployment students are currently there that I didn t want to experience a lot younger probably darted will make out of the airport for the night', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","here","3153","3157","here","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.950721","agentOf","they","29805","29809","they","Person","ordnance cleanup', 'and I think west Allis upstream number sixty in a cat fight hello I think I some exactly what happened one on either in my husband s case eyes are rolling back you can slow breathing right there ET cetera it hurt him where can I meet somebody else had that out there already on their way you can ask you some questions are going to try to help them until they get their okay okay are you with him now yesterday and how old is he current twenty six Hey if he awake well I think he s attractive expanding Medicaid away he d go baby think they say we thought well yeah he awake thing now okay is he breathing fairly fairly clean okay paramedics are already on their way of Kennedy', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","say","29810","29813","say","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.818854","partOfMany","mom","29957","29960","mom","Person","I am a mom but Erica Kane hello omitted the booklet perhaps they had gone they call but they did the unemployed it loud and my uncle Edward let nobody are out I mean levy okay are you home alone you know I m like my uncle okay what that kill people all I thought who them but I think it might be a lot of email now our mail with a white black or Hispanic black okay and if they really want but on a vehicle I I don t know they told me to be on the floor okay Honda back in the play okay and the funny okay if anyone hurt you know okay okay who when you re on', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","30010","30014","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.916106","partOfMany","Erica Kane","29965","29975","Erica Kane","Person","I am a mom but Erica Kane hello omitted the booklet perhaps they had gone they call but they did the unemployed it loud and my uncle Edward let nobody are out I mean levy okay are you home alone you know I m like my uncle okay what that kill people all I thought who them but I think it might be a lot of email now our mail with a white black or Hispanic black okay and if they really want but on a vehicle I I don t know they told me to be on the floor okay Honda back in the play okay and the funny okay if anyone hurt you know okay okay who when you re on', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","30010","30014","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.50302","partOfMany","uncle","30077","30082","uncle","Person","I am a mom but Erica Kane hello omitted the booklet perhaps they had gone they call but they did the unemployed it loud and my uncle Edward let nobody are out I mean levy okay are you home alone you know I m like my uncle okay what that kill people all I thought who them but I think it might be a lot of email now our mail with a white black or Hispanic black okay and if they really want but on a vehicle I I don t know they told me to be on the floor okay Honda back in the play okay and the funny okay if anyone hurt you know okay okay who when you re on', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","30024","30028","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.563178","partOfMany","uncle","30077","30082","uncle","Person","I am a mom but Erica Kane hello omitted the booklet perhaps they had gone they call but they did the unemployed it loud and my uncle Edward let nobody are out I mean levy okay are you home alone you know I m like my uncle okay what that kill people all I thought who them but I think it might be a lot of email now our mail with a white black or Hispanic black okay and if they really want but on a vehicle I I don t know they told me to be on the floor okay Honda back in the play okay and the funny okay if anyone hurt you know okay okay who when you re on', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","30038","30042","they","Person","","","","","","","","","","","","","","",""
