"sentiment__document__score","sentiment__document__label","language","entities__emotion__anger","entities__emotion__joy","entities__emotion__sadness","entities__emotion__fear","entities__emotion__disgust","entities__count","entities__sentiment__score","entities__sentiment__label","entities__text","entities__relevance","entities__type","relations__score","relations__type","relations__arguments__text","relations__arguments__location__001","relations__arguments__location__002","relations__arguments__entities__text","relations__arguments__entities__type","relations__sentence","keywords__relevance","keywords__text","keywords__emotion__anger","keywords__emotion__joy","keywords__emotion__sadness","keywords__emotion__fear","keywords__emotion__disgust","keywords__sentiment__score","keywords__sentiment__label","usage__text_characters","usage__features","usage__text_units","categories__score","categories__label"
"","","","","","","","","","","","","","","0.749325","partOfMany","Pete","20716","20720","Pete","Person","'settlement on your pet or you re not like report like a double condones it paid you know yeah go while you know what like are you kidding me home address in our I m sure palm wonderfully HESITATION twenty twenty nine element don t get hung in there wallet training at home twenty eight twenty eight yeah twenty years in the you do need a bit him porn is twenty eight feet bill Kristol workgroup backyard thrash out around walked in there by Pete in a real quick if you simply give land there lifeless and I walked yeah about normal manner handle most people call everyone yeah I would like to remain in the', '","0.47559","parking linear gated","0.118525","0.071732","0.422056","0.146183","0.040062","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","everyone","20838","20846","everyone","Person","","0.473117","problem dot com","0.15301","0.095434","0.477783","0.182261","0.063285","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.957537","agentOf","people","20826","20832","people","Person","'settlement on your pet or you re not like report like a double condones it paid you know yeah go while you know what like are you kidding me home address in our I m sure palm wonderfully HESITATION twenty twenty nine element don t get hung in there wallet training at home twenty eight twenty eight yeah twenty years in the you do need a bit him porn is twenty eight feet bill Kristol workgroup backyard thrash out around walked in there by Pete in a real quick if you simply give land there lifeless and I walked yeah about normal manner handle most people call everyone yeah I would like to remain in the', '","0.470867","home address","0.230873","0.043714","0.270601","0.185997","0.404863","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","call","20833","20837","call","EventCommunication","","0.46991","address mycoupons","0.325746","0.04412","0.280136","0.494337","0.194571","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.519066","parentOf","my","20980","20982","my","Person","I think I m one one any police fire and don t we probably like hit the little blue clock today my seven year old mother you ll need live in it but the great clock could be online I think so how they go missing well do outside playing economic on the court what one plane in they look good with a big I looked up woman it wasn t clear the three o clock today this afternoon Julia called it that Noah I ll go walking around the apartment complex knocking on everyone s door on it latent debate on the hill up in the night here yeah her address forty point Bob Burke will pardon pick you know big', '","0.468411","specific address","0.301356","0.064893","0.373153","0.240403","0.28761","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","mother","20998","21004","mother","Person","","0.466286","good number","0.01817","0.890825","0.023333","0.030915","0.011441","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.636037","locatedAt","I","21064","21065","I","Person","I think I m one one any police fire and don t we probably like hit the little blue clock today my seven year old mother you ll need live in it but the great clock could be online I think so how they go missing well do outside playing economic on the court what one plane in they look good with a big I looked up woman it wasn t clear the three o clock today this afternoon Julia called it that Noah I ll go walking around the apartment complex knocking on everyone s door on it latent debate on the hill up in the night here yeah her address forty point Bob Burke will pardon pick you know big', '","0.465582","physical address","0.04377","0.034936","0.718228","0.225297","0.177833","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","plane","21150","21155","plane","Vehicle","","0.461721","good men","0.051811","0.729175","0.047963","0.046306","0.026364","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.158107","ownerOf","court","21135","21140","court","Organization","I think I m one one any police fire and don t we probably like hit the little blue clock today my seven year old mother you ll need live in it but the great clock could be online I think so how they go missing well do outside playing economic on the court what one plane in they look good with a big I looked up woman it wasn t clear the three o clock today this afternoon Julia called it that Noah I ll go walking around the apartment complex knocking on everyone s door on it latent debate on the hill up in the night here yeah her address forty point Bob Burke will pardon pick you know big', '","0.461436","good mood","0.297611","0.125162","0.509316","0.288534","0.034901","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","plane","21150","21155","plane","Vehicle","","0.46125","good wish","0.046067","0.245717","0.17536","0.137149","0.026963","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.601989","locatedAt","they","21159","21163","they","Person","I think I m one one any police fire and don t we probably like hit the little blue clock today my seven year old mother you ll need live in it but the great clock could be online I think so how they go missing well do outside playing economic on the court what one plane in they look good with a big I looked up woman it wasn t clear the three o clock today this afternoon Julia called it that Noah I ll go walking around the apartment complex knocking on everyone s door on it latent debate on the hill up in the night here yeah her address forty point Bob Burke will pardon pick you know big', '","0.461114","good women","0.057318","0.628089","0.168212","0.180133","0.045797","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","plane","21150","21155","plane","Vehicle","","0.46058","emergency number","0.103473","0.130954","0.528375","0.362035","0.109943","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.99264","agentOf","Julia","21258","21263","Julia","Person","I think I m one one any police fire and don t we probably like hit the little blue clock today my seven year old mother you ll need live in it but the great clock could be online I think so how they go missing well do outside playing economic on the court what one plane in they look good with a big I looked up woman it wasn t clear the three o clock today this afternoon Julia called it that Noah I ll go walking around the apartment complex knocking on everyone s door on it latent debate on the hill up in the night here yeah her address forty point Bob Burke will pardon pick you know big', '","0.458009","car park","0.147449","0.147759","0.144413","0.16229","0.10966","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","called it","21264","21273","called it","EventCommunication","","0.457428","little impact","0.074137","0.021458","0.462608","0.515061","0.054039","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.622451","locatedAt","he","2076","2078","he","Person","September tenth two thousand fourteen nine thirty six nine P he developed that hi all players who are all falling at that part of multi way that will work lawn mower down on that with both right around there hello alpha yeah part of it build Dario had gone the other way side of that was Polsat walk fort Campbell ball park area cannot read early thirties parent samurai order and how many minutes ago was that all but five he was on the west side of the road yep but as I walked in on our part literature Walmart', 'but whatever whatever they want to prevent what s your address mycoupons public okay and that s one seven two bites out the late the street yeah okay that how could that apartment how leann witness because it might take you know but but he hello'","0.457421","good person","0.52785","0.017744","0.427974","0.236814","0.110513","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","west side","2090","2099","west side","Location","","0.456886","little brother","0.189922","0.07152","0.593158","0.192583","0.121645","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.527653","partOfMany","Julia","21258","21263","Julia","Person","I think I m one one any police fire and don t we probably like hit the little blue clock today my seven year old mother you ll need live in it but the great clock could be online I think so how they go missing well do outside playing economic on the court what one plane in they look good with a big I looked up woman it wasn t clear the three o clock today this afternoon Julia called it that Noah I ll go walking around the apartment complex knocking on everyone s door on it latent debate on the hill up in the night here yeah her address forty point Bob Burke will pardon pick you know big', '","0.455298","Greek park","0.260814","0.312855","0.179279","0.292136","0.184696","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","everyone","21341","21349","everyone","Person","","0.455238","Cokie emergency","0.297611","0.125162","0.509316","0.288534","0.034901","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.864768","partOfMany","Noah I","21279","21285","Noah I","Person","I think I m one one any police fire and don t we probably like hit the little blue clock today my seven year old mother you ll need live in it but the great clock could be online I think so how they go missing well do outside playing economic on the court what one plane in they look good with a big I looked up woman it wasn t clear the three o clock today this afternoon Julia called it that Noah I ll go walking around the apartment complex knocking on everyone s door on it latent debate on the hill up in the night here yeah her address forty point Bob Burke will pardon pick you know big', '","0.454523","particular emergency","0.092437","0.040326","0.111351","0.354764","0.047277","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","everyone","21341","21349","everyone","Person","","0.454508","road yep","0.063511","0.285016","0.207582","0.100281","0.025842","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.512394","hasAttribute","Mulai HESITATION","21796","21812","Mulai HESITATION","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","0.453935","early way","0.215533","0.075007","0.424617","0.245894","0.311336","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","autism","21822","21828","autism","HealthCondition","","0.45183","Whitaker road","0.477139","0.036032","0.42295","0.180291","0.225291","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.500756","partOfMany","Mulai HESITATION","21796","21812","Mulai HESITATION","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","0.451452","man man","0.173931","0.272196","0.175563","0.388873","0.103611","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","","","they","21883","21887","they","Person","","0.450946","heartedness somebody","0.067211","0.090475","0.428756","0.145","0.209693","0.0","neutral","","","","",""
"","","","","","","","","","","","","","","0.554529","hasAttribute","he","21813","21815","he","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","autism","21822","21828","autism","HealthCondition","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.934096","hasAttribute","child","21829","21834","child","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","autism","21822","21828","autism","HealthCondition","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.874176","partOfMany","child","21829","21834","child","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","they","21883","21887","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.949903","agentOf","my","21857","21859","my","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","talking","21860","21867","talking","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.852039","partOfMany","Sean Penn","21873","21882","Sean Penn","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","they","21883","21887","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.706662","parentOf","mother","21896","21902","mother","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","his","21892","21895","his","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.325229","partOf","our","2138","2141","our","Organization","September tenth two thousand fourteen nine thirty six nine P he developed that hi all players who are all falling at that part of multi way that will work lawn mower down on that with both right around there hello alpha yeah part of it build Dario had gone the other way side of that was Polsat walk fort Campbell ball park area cannot read early thirties parent samurai order and how many minutes ago was that all but five he was on the west side of the road yep but as I walked in on our part literature Walmart', 'but whatever whatever they want to prevent what s your address mycoupons public okay and that s one seven two bites out the late the street yeah okay that how could that apartment how leann witness because it might take you know but but he hello'","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Walmart","2158","2165","Walmart","Organization","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.645164","partOfMany","Ryan","21916","21920","Ryan","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","they","21952","21956","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.912922","partOfMany","Ryan Pennekamp","21932","21946","Ryan Pennekamp","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","they","21952","21956","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.391186","partOfMany","bully","21962","21967","bully","Person","okay place department out when they re a little more myth they have you had any report on one no ma am sure have it how busy for Hey what you what to address I am trying to eat third you know what he was wearing no I don t think I ve done this in the other okay well we got what colors of hair as brown brown hair Mulai HESITATION he s the autism child he can t talk okay do my talking to a Sean Penn they can his mother I fill up my Ryan banning it Ryan Pennekamp yeah they were bully who we were', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","they","21952","21956","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.933767","timeOf","March","22008","22013","March","Date","conversation recorded on March seventeenth two thousand eleven at seven five on channel eleven IGN I take vacations thing a man Israel are among that have made it aeropro school everyone over does do you have a possible heroin overdose your room or are you the one who did well in order for Israel she turned blue she', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","conversation","21983","21995","conversation","EventMeeting","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.327101","ownerOf","your","22219","22223","your","Person","conversation recorded on March seventeenth two thousand eleven at seven five on channel eleven IGN I take vacations thing a man Israel are among that have made it aeropro school everyone over does do you have a possible heroin overdose your room or are you the one who did well in order for Israel she turned blue she', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","room","22224","22228","room","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.674075","locatedAt","he","23008","23010","he","Person","nine one one unique police fire and not worry that the clue how may I help you HESITATION call me up like a month did it what part are you at now I m I m looking but you know what you re doing it on your we okay when he yeah look at a park but he can t get what it is like a Boulevard park with them apart it could it could be why are why bell the name that you hear on the platform in the okay well and and UP a ntfc how very', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","park","23026","23030","park","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.405149","locatedAt","he","23035","23037","he","Person","nine one one unique police fire and not worry that the clue how may I help you HESITATION call me up like a month did it what part are you at now I m I m looking but you know what you re doing it on your we okay when he yeah look at a park but he can t get what it is like a Boulevard park with them apart it could it could be why are why bell the name that you hear on the platform in the okay well and and UP a ntfc how very', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","park","23026","23030","park","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.911751","locatedAt","park","23076","23080","park","Facility","nine one one unique police fire and not worry that the clue how may I help you HESITATION call me up like a month did it what part are you at now I m I m looking but you know what you re doing it on your we okay when he yeah look at a park but he can t get what it is like a Boulevard park with them apart it could it could be why are why bell the name that you hear on the platform in the okay well and and UP a ntfc how very', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Boulevard","23066","23075","Boulevard","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.604582","locatedAt","your","23286","23290","your","Person","I hate what emergency yeah thank you very much count out what is your in this house in Chandler yes well what is your son no seriously because I and how long have you not cleaning I don t know how I want it nearly thirty or forty minutes and was in my room studying and I didn t hear the front global I do know that there is a lot to check that the first thing that the first thing you have one outside and check the poor yes to pull clear the way and you could really look and the poor not just from a window cracked yeah the article whose little do you think that if you think you were gone for thirty minutes or so yeah yeah I have unless he wants to say something dignity Brad okay can you really know picked a fight with you","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","house","23299","23304","house","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.986056","locatedAt","house","23299","23304","house","Facility","I hate what emergency yeah thank you very much count out what is your in this house in Chandler yes well what is your son no seriously because I and how long have you not cleaning I don t know how I want it nearly thirty or forty minutes and was in my room studying and I didn t hear the front global I do know that there is a lot to check that the first thing that the first thing you have one outside and check the poor yes to pull clear the way and you could really look and the poor not just from a window cracked yeah the article whose little do you think that if you think you were gone for thirty minutes or so yeah yeah I have unless he wants to say something dignity Brad okay can you really know picked a fight with you","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Chandler","23308","23316","Chandler","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.815952","hasAttribute","fourteen","2447","2455","fourteen","Person",", 'September ninth two thousand fourteen twenty one twenty three oh nine I how yeah one one atmosphere I think I don t know along with the other nnova how home well okay and even though the address where you are right you can cut that could well are out someone there I mean you know what city are you in the group is there someone there that know the address it is we very well anything and number on the', 'not on a regular re attempt it would tear me are you', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","twenty","2456","2462","twenty","Age","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.758412","parentOf","your","23334","23338","your","Person","I hate what emergency yeah thank you very much count out what is your in this house in Chandler yes well what is your son no seriously because I and how long have you not cleaning I don t know how I want it nearly thirty or forty minutes and was in my room studying and I didn t hear the front global I do know that there is a lot to check that the first thing that the first thing you have one outside and check the poor yes to pull clear the way and you could really look and the poor not just from a window cracked yeah the article whose little do you think that if you think you were gone for thirty minutes or so yeah yeah I have unless he wants to say something dignity Brad okay can you really know picked a fight with you","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","son","23339","23342","son","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.329438","ownerOf","my","23470","23472","my","Person","I hate what emergency yeah thank you very much count out what is your in this house in Chandler yes well what is your son no seriously because I and how long have you not cleaning I don t know how I want it nearly thirty or forty minutes and was in my room studying and I didn t hear the front global I do know that there is a lot to check that the first thing that the first thing you have one outside and check the poor yes to pull clear the way and you could really look and the poor not just from a window cracked yeah the article whose little do you think that if you think you were gone for thirty minutes or so yeah yeah I have unless he wants to say something dignity Brad okay can you really know picked a fight with you","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","room","23473","23477","room","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.565712","agentOf","he","23863","23865","he","Person","I hate what emergency yeah thank you very much count out what is your in this house in Chandler yes well what is your son no seriously because I and how long have you not cleaning I don t know how I want it nearly thirty or forty minutes and was in my room studying and I didn t hear the front global I do know that there is a lot to check that the first thing that the first thing you have one outside and check the poor yes to pull clear the way and you could really look and the poor not just from a window cracked yeah the article whose little do you think that if you think you were gone for thirty minutes or so yeah yeah I have unless he wants to say something dignity Brad okay can you really know picked a fight with you","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","say","23875","23878","say","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.335097","locatedAt","you","2619","2622","you","Person",", 'September ninth two thousand fourteen twenty one twenty three oh nine I how yeah one one atmosphere I think I don t know along with the other nnova how home well okay and even though the address where you are right you can cut that could well are out someone there I mean you know what city are you in the group is there someone there that know the address it is we very well anything and number on the', 'not on a regular re attempt it would tear me are you', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","home","2570","2574","home","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.459871","residesIn","you","2690","2693","you","Person",", 'September ninth two thousand fourteen twenty one twenty three oh nine I how yeah one one atmosphere I think I don t know along with the other nnova how home well okay and even though the address where you are right you can cut that could well are out someone there I mean you know what city are you in the group is there someone there that know the address it is we very well anything and number on the', 'not on a regular re attempt it would tear me are you', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","city","2704","2708","city","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.364506","locatedAt","thirteenth","2918","2928","thirteenth","Person","we have one but also it s on the east thirteenth street as the clean Waller street in Nablus soda right away he s thirteen between Waller never sorry their beads that like you are a hundred swarming around a guy who can t get up off the ground thousands we sat and I don t know what to do in any kind okay Waller for you thirteenth street it s two blocks east of I thirty five you gotta hurry up I don t know if there s anything we can do anything attacked her arms are on the way', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","east","2913","2917","east","Location","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.650682","partOfMany","artists","42","49","artists","Person","['Eric Eric what what it looked very good artists that we were going to win that one but hunter I got really bored with the good people accurate hip hop it really hit it hard enough we re going up or go to a bad pixel I should wait I thought that it would patent badly injured but the kids I know what you meant yeah I really like him but that little kid burger with that little kid who can point yet I because it better but you know I know I know well then I don t but it I think I m gonna help old real care how many kids are injured there at work here that work if you have a', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","we","55","57","we","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.852056","locatedAt","street","2929","2935","street","Facility","we have one but also it s on the east thirteenth street as the clean Waller street in Nablus soda right away he s thirteen between Waller never sorry their beads that like you are a hundred swarming around a guy who can t get up off the ground thousands we sat and I don t know what to do in any kind okay Waller for you thirteenth street it s two blocks east of I thirty five you gotta hurry up I don t know if there s anything we can do anything attacked her arms are on the way', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","east","2913","2917","east","Location","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.658028","locatedAt","thirteenth","2918","2928","thirteenth","Person","we have one but also it s on the east thirteenth street as the clean Waller street in Nablus soda right away he s thirteen between Waller never sorry their beads that like you are a hundred swarming around a guy who can t get up off the ground thousands we sat and I don t know what to do in any kind okay Waller for you thirteenth street it s two blocks east of I thirty five you gotta hurry up I don t know if there s anything we can do anything attacked her arms are on the way', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","street","2929","2935","street","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.590343","locatedAt","street","2929","2935","street","Facility","we have one but also it s on the east thirteenth street as the clean Waller street in Nablus soda right away he s thirteen between Waller never sorry their beads that like you are a hundred swarming around a guy who can t get up off the ground thousands we sat and I don t know what to do in any kind okay Waller for you thirteenth street it s two blocks east of I thirty five you gotta hurry up I don t know if there s anything we can do anything attacked her arms are on the way', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","street","2956","2962","street","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.966038","locatedAt","street","2956","2962","street","Facility","we have one but also it s on the east thirteenth street as the clean Waller street in Nablus soda right away he s thirteen between Waller never sorry their beads that like you are a hundred swarming around a guy who can t get up off the ground thousands we sat and I don t know what to do in any kind okay Waller for you thirteenth street it s two blocks east of I thirty five you gotta hurry up I don t know if there s anything we can do anything attacked her arms are on the way', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","Nablus","2966","2972","Nablus","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.700782","partOfMany","Waller","3011","3017","Waller","Person","we have one but also it s on the east thirteenth street as the clean Waller street in Nablus soda right away he s thirteen between Waller never sorry their beads that like you are a hundred swarming around a guy who can t get up off the ground thousands we sat and I don t know what to do in any kind okay Waller for you thirteenth street it s two blocks east of I thirty five you gotta hurry up I don t know if there s anything we can do anything attacked her arms are on the way', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","their","3030","3035","their","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.254424","locatedAt","you","3197","3200","you","Person","we have one but also it s on the east thirteenth street as the clean Waller street in Nablus soda right away he s thirteen between Waller never sorry their beads that like you are a hundred swarming around a guy who can t get up off the ground thousands we sat and I don t know what to do in any kind okay Waller for you thirteenth street it s two blocks east of I thirty five you gotta hurry up I don t know if there s anything we can do anything attacked her arms are on the way', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","street","3212","3218","street","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.359146","managerOf","you","3655","3658","you","Person","I don t know just let me know where you get it security what are literary where you elementary an understanding reached agreement what what what what you don t know which one Marty you don t see how sure he would if it rains here who you re not mad and what what will our moderate during do you draw American police department what what we what made the wanted chasing not only in the early way before okay are you don t you don t you don t dare carried away doubling Quabbin ideas day at least', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","police department","3673","3690","police department","Organization","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.98281","partOf","police department","3673","3690","police department","Organization","I don t know just let me know where you get it security what are literary where you elementary an understanding reached agreement what what what what you don t know which one Marty you don t see how sure he would if it rains here who you re not mad and what what will our moderate during do you draw American police department what what we what made the wanted chasing not only in the early way before okay are you don t you don t you don t dare carried away doubling Quabbin ideas day at least', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","American","3664","3672","American","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.253101","siblingOf","your","4072","4076","your","Person","this recording was prepared by nine one one dispatch dot com I yeah yeah you I don t know where you are whatever would happen I can t understand what you re studying we would go in the open the door but he put your little brother you what the address there anymore all yeah yeah okay you d ever do you have a lot you do you have a', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","brother","4084","4091","brother","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.981069","agentOf","me","4415","4417","me","Person","did I want one with it imagine yeah I guess been bitten by any I m I think a red tailed hawk habit read Greek park it s were bitten by a clock yeah yeah I think he s rabbit he came out of the woods creek create the let me tell them though I have been here you kill them yeah Patty cake that sucker down a bit me and my wife well my wife different running down the road looking for somebody may get another call ntfc', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","tell","4418","4422","tell","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","0.532855","ownerOf","my","686","688","my","Person","I m not altogether happening HESITATION I have someone here that I need to HESITATION blow out third in my home there are right now hyperbaric Lippincott held but the clear but then the thing from one three year old yeah he reported that I m trying to get that now ma am okay what did that person do that you need to read it why bother for what for an audit throwing money already there but I don t know if they would pack make clear that Orlando I m sure department how they got here I was in the car with a driver complete fiction and lower that the night that they would bring it up because my home when I got home to call them does he feel your vehicle yeah what did he do that I', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","home","689","693","home","Facility","","","","","","","","","","","","","","",""
